gene_name,drug_name,interaction_source_db_name,interaction_score,interaction_type
ADRA2B,BRIMONIDINE,ChEMBL,1,agonist
ADRA1D,TRIMIPRAMINE MALEATE,ChEMBL,1,inhibitor
ADRA1A,DOXAZOSIN MESYLATE,ChEMBL,1,inhibitor
GRIK3,TOPIRAMATE,ChEMBL,1,inhibitor
ADRA1B,METHOXAMINE HYDROCHLORIDE,ChEMBL,1,agonist
PTGS2,SULFASALAZINE,ChEMBL,1,inhibitor
GUCY1B1,NITRIC OXIDE,ChEMBL,1,activator
SSTR2,OCTREOTIDE ACETATE,ChEMBL,1,agonist
SSTR3,OCTREOTIDE ACETATE,ChEMBL,1,agonist
ABCC8,NATEGLINIDE,ChEMBL,1,blocker
CACNA1D,AMLODIPINE BESYLATE,ChEMBL,1,blocker
CACNA1S,DILTIAZEM MALATE,ChEMBL,1,blocker
CACNA1C,VERAPAMIL,ChEMBL,1,blocker
OPRK1,BUPRENORPHINE,ChEMBL,1,agonist
THRB,LIOTHYRONINE SODIUM,ChEMBL,1,agonist
ADRB2,LEVALBUTEROL TARTRATE,ChEMBL,1,agonist
F10,APIXABAN,ChEMBL,1,inhibitor
PSMC2,CARFILZOMIB,ChEMBL,1,inhibitor
PSMC5,CARFILZOMIB,ChEMBL,1,inhibitor
PSMC3,CARFILZOMIB,ChEMBL,1,inhibitor
PSMC4,CARFILZOMIB,ChEMBL,1,inhibitor
ERVW-4,LOPINAVIR,ChEMBL,1,inhibitor
CHRNA1,ATRACURIUM BESYLATE,ChEMBL,1,inhibitor
CHRNE,GALLAMINE TRIETHIODIDE,ChEMBL,1,inhibitor
GLRB,DESFLURANE,ChEMBL,1,positive modulator
GLRA1,HALOTHANE,ChEMBL,1,positive modulator
RARB,ETRETINATE,ChEMBL,1,agonist
GABRD,CLORAZEPATE DIPOTASSIUM,ChEMBL,1,positive modulator
GABRG3,CLORAZEPATE DIPOTASSIUM,ChEMBL,1,positive modulator
GABRA2,CLORAZEPATE DIPOTASSIUM,ChEMBL,1,positive modulator
GABRG1,CLOBAZAM,ChEMBL,1,positive modulator
GABRA6,CLOBAZAM,ChEMBL,1,positive modulator
GABRE,CLOBAZAM,ChEMBL,1,positive modulator
GABRA5,CLOBAZAM,ChEMBL,1,positive modulator
GABRG3,DESFLURANE,ChEMBL,1,positive modulator
GABRG2,DESFLURANE,ChEMBL,1,positive modulator
GABRA4,DESFLURANE,ChEMBL,1,positive modulator
GABRA5,DESFLURANE,ChEMBL,1,positive modulator
GABRA6,DESFLURANE,ChEMBL,1,positive modulator
GABRA4,TALBUTAL,ChEMBL,1,positive modulator
GABRB2,TALBUTAL,ChEMBL,1,positive modulator
GABRA4,LORAZEPAM,ChEMBL,1,positive modulator
GABRQ,LORAZEPAM,ChEMBL,1,positive modulator
GABRA5,LORAZEPAM,ChEMBL,1,positive modulator
GABRA1,METHYPRYLON,ChEMBL,1,positive modulator
GABRG2,METHYPRYLON,ChEMBL,1,positive modulator
GABRA4,PRIMIDONE,ChEMBL,1,positive modulator
GABRP,HALOTHANE,ChEMBL,1,positive modulator
GABRA1,HALOTHANE,ChEMBL,1,positive modulator
GABRA3,HALOTHANE,ChEMBL,1,positive modulator
GABRA2,HALOTHANE,ChEMBL,1,positive modulator
CCL18,NORFLOXACIN,ChEMBL,1,inhibitor
CCL18,SPARFLOXACIN,ChEMBL,1,inhibitor
MRPL36,CHLORAMPHENICOL,ChEMBL,1,inhibitor
RPSA,OXYTETRACYCLINE CALCIUM,ChEMBL,1,inhibitor
RPSA,KANAMYCIN SULFATE,ChEMBL,1,inhibitor
MRPL36,TETRACYCLINE HYDROCHLORIDE,ChEMBL,1,inhibitor
RPSA,ERYTHROMYCIN,ChEMBL,1,inhibitor
IL2RA,ALDESLEUKIN,ChEMBL,1,agonist
CSF2RB,SARGRAMOSTIM,ChEMBL,1,agonist
IFNAR1,INTERFERON ALFA-2B,ChEMBL,1,agonist
SCN1A,PRIMIDONE,ChEMBL,1,blocker
SCN4A,DYCLONINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN1A,TOPIRAMATE,ChEMBL,1,blocker
SCN11A,DYCLONINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN9A,ORPHENADRINE CITRATE,ChEMBL,1,blocker
SCN2A,PROCAINAMIDE HYDROCHLORIDE,ChEMBL,1,blocker
SCN2A,ORPHENADRINE CITRATE,ChEMBL,1,blocker
SCN5A,LIDOCAINE,ChEMBL,1,blocker
SCN8A,LIDOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
KCNK2,DESFLURANE,ChEMBL,1,potentiator
KCNK3,DESFLURANE,ChEMBL,1,potentiator
RPSA,TROLEANDOMYCIN,ChEMBL,1,inhibitor
KCNQ4,GUANIDINE HYDROCHLORIDE,ChEMBL,1,blocker
KCNV2,GUANIDINE HYDROCHLORIDE,ChEMBL,1,blocker
KCNH5,GUANIDINE HYDROCHLORIDE,ChEMBL,1,blocker
KCNC4,GUANIDINE HYDROCHLORIDE,ChEMBL,1,blocker
BTK,IBRUTINIB,ChEMBL,1,inhibitor
PDE6D,ASPIRIN,ChEMBL,1,inhibitor
PDE7B,ASPIRIN,ChEMBL,1,inhibitor
PDE8B,ASPIRIN,ChEMBL,1,inhibitor
LINC00473,ASPIRIN,ChEMBL,1,inhibitor
IFNAR1,PEGINTERFERON BETA-1A,ChEMBL,1,agonist
IL17A,SECUKINUMAB,ChEMBL,1,inhibitor
FGFR1,ENMD-981693,ChEMBL,1,inhibitor
FRK,ENMD-981693,ChEMBL,1,inhibitor
SRC,ENMD-981693,ChEMBL,1,inhibitor
AR,AZD3514,ChEMBL,1,modulator
FGR,ILORASERTIB,ChEMBL,1,inhibitor
FYN,ILORASERTIB,ChEMBL,1,inhibitor
HCK,ILORASERTIB,ChEMBL,1,inhibitor
FRK,ILORASERTIB,ChEMBL,1,inhibitor
PIK3CD,AMG-319,ChEMBL,1,inhibitor
AURKB,CENISERTIB,ChEMBL,1,inhibitor
AURKA,CENISERTIB,ChEMBL,1,inhibitor
BRAF,ARQ-736,ChEMBL,1,inhibitor
CDK1,AZD5438,ChEMBL,1,inhibitor
CDK11B,AZD5438,ChEMBL,1,inhibitor
CDK5,AZD5438,ChEMBL,1,inhibitor
CDK19,AZD5438,ChEMBL,1,inhibitor
CDK3,AZD5438,ChEMBL,1,inhibitor
BRAF,LIFIRAFENIB,ChEMBL,1,inhibitor
RPS6KB1,M-2698,ChEMBL,1,inhibitor
KDR,PF-00337210,ChEMBL,1,inhibitor
PIK3CA,PWT-33579,ChEMBL,1,inhibitor
AURKC,SNS-314,ChEMBL,1,inhibitor
SYK,MIVAVOTINIB CITRATE,ChEMBL,1,inhibitor
PIK3R2,VS-5584,ChEMBL,1,inhibitor
SCN8A,IRAMPANEL,ChEMBL,1,blocker
ESR2,LY2245461,ChEMBL,1,modulator
GRIN3B,AZD8108,ChEMBL,1,inhibitor
PRKCI,SOTRASTAURIN,ChEMBL,1,inhibitor
RARG,PALOVAROTENE,ChEMBL,1,agonist
VDR,INECALCITOL,ChEMBL,1,agonist
KDR,AEE-788,ChEMBL,1,inhibitor
LYN,BAFETINIB,ChEMBL,1,inhibitor
AKT2,UPROSERTIB,ChEMBL,1,inhibitor
SYK,R-333,ChEMBL,1,inhibitor
AURKB,DANUSERTIB,ChEMBL,1,inhibitor
PDGFRB,XL-820,ChEMBL,1,inhibitor
KDR,XL-820,ChEMBL,1,inhibitor
HTR2A,TEDATIOXETINE,ChEMBL,1,inhibitor
SLC6A3,TEDATIOXETINE,ChEMBL,1,inhibitor
P2RY12,ELINOGREL,ChEMBL,1,inhibitor
HTR2C,VABICASERIN HYDROCHLORIDE,ChEMBL,1,agonist
HTR2C,TEDATIOXETINE,ChEMBL,1,inhibitor
CXCR2,ELUBRIXIN,ChEMBL,1,inhibitor
GRM2,DECOGLURANT,ChEMBL,1,modulator
HTR7,LY2590443,ChEMBL,1,inhibitor
CCR5,AZD5672,ChEMBL,1,inhibitor
GCGR,PF-06291874,ChEMBL,1,inhibitor
CNR2,GW842166,ChEMBL,1,agonist
CALCRL,OLCEGEPANT,ChEMBL,1,inhibitor
OPRL1,LY2940094,ChEMBL,1,inhibitor
CACNA1B,ATAGABALIN,ChEMBL,1,modulator
CACNB3,ATAGABALIN,ChEMBL,1,modulator
CACNG1,ATAGABALIN,ChEMBL,1,modulator
CACNB2,ATAGABALIN,ChEMBL,1,modulator
PPARA,K-877,ChEMBL,1,agonist
PPARG,IMIGLITAZAR,ChEMBL,1,agonist
MAP3K12,CEP-1347,ChEMBL,1,inhibitor
CACNA2D3,IMAGABALIN,ChEMBL,1,modulator
SCN10A,TETRACAINE,ChEMBL,1,blocker
KCNQ3,TEDISAMIL,ChEMBL,1,blocker
KCNQ1,TEDISAMIL,ChEMBL,1,blocker
KCNA3,TEDISAMIL,ChEMBL,1,blocker
SV2A,BRIVARACETAM,ChEMBL,1,modulator
KCNG4,TEDISAMIL,ChEMBL,1,blocker
FLT1,TELBERMIN,ChEMBL,1,agonist
HTR3A,CILANSETRON,ChEMBL,1,inhibitor
CETP,EVACETRAPIB,ChEMBL,1,inhibitor
RRM1,TEZACITABINE,ChEMBL,1,inhibitor
HDAC2,ENTINOSTAT,ChEMBL,1,inhibitor
RRM2B,TEZACITABINE,ChEMBL,1,inhibitor
TOP2B,VOSAROXIN,ChEMBL,1,inhibitor
HBB,EFAPROXIRAL,ChEMBL,1,negative modulator
FDFT1,LAPAQUISTAT ACETATE,ChEMBL,1,inhibitor
EGLN3,ROXADUSTAT,ChEMBL,1,inhibitor
EGLN2,ROXADUSTAT,ChEMBL,1,inhibitor
PDE4B,CRISABOROLE,ChEMBL,1,inhibitor
PDE4A,CRISABOROLE,ChEMBL,1,inhibitor
PDE4C,CRISABOROLE,ChEMBL,1,inhibitor
ITGB7,FIRATEGRAST,ChEMBL,1,inhibitor
SLC5A2,SOTAGLIFLOZIN,ChEMBL,1,inhibitor
CRBN,LENALIDOMIDE,ChEMBL,1,inhibitor
ESR2,ARZOXIFENE,ChEMBL,1,modulator
PTGS2,PARECOXIB,ChEMBL,1,inhibitor
TYMS,RALTITREXED,ChEMBL,1,inhibitor
SOST,BLOSOZUMAB,ChEMBL,1,inhibitor
TNF,ONERCEPT,ChEMBL,1,inhibitor
NCAM1,ONCOLYSIN S,ChEMBL,1,binder
GRIA4,ZONAMPANEL,ChEMBL,1,inhibitor
TYRP1,FLANVOTUMAB,ChEMBL,1,other/unknown
TNC,TENATUMOMAB,ChEMBL,1,other/unknown
TNF,OZORALIZUMAB,ChEMBL,1,inhibitor
NR3C1,DESONIDE,ChEMBL,1,agonist
CD3D,FORALUMAB,ChEMBL,1,inhibitor
XDH,BENDAZAC,ChEMBL,1,inhibitor
HRH2,EBROTIDINE,ChEMBL,1,inhibitor
CD38,ISATUXIMAB,ChEMBL,1,inhibitor
SLC22A12,BENZBROMARONE,ChEMBL,1,inhibitor
GABRQ,GLUTETHIMIDE,ChEMBL,1,positive modulator
DDC,BENSERAZIDE,ChEMBL,1,inhibitor
GABRA5,CHLORMETHIAZOLE,ChEMBL,1,positive modulator
TRPV4,BUTAMBEN PICRATE,ChEMBL,1,inhibitor
SCN9A,DICHLOROBENZYL ALCOHOL,ChEMBL,1,blocker
CHRM1,MINAPRINE HYDROCHLORIDE,ChEMBL,1,agonist
SLC18A2,VALBENAZINE TOSYLATE,ChEMBL,1,inhibitor
KRAS,GLECAPREVIR,ChEMBL,1,inhibitor
IL1R1,MEDI-8968,ChEMBL,1,inhibitor
CD22,MONO-DGA-RFB4,ChEMBL,1,binder
IFNA13,SIFALIMUMAB,ChEMBL,1,inhibitor
CSF1,MCS-110,ChEMBL,1,inhibitor
CD70,MDX-1411,ChEMBL,1,modulator
NOTCH3,TAREXTUMAB,ChEMBL,1,inhibitor
RPS7,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
RPS15,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
RPS4X,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
RPS29,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
RPL7,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
RPL28,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
SMO,GLASDEGIB MALEATE,ChEMBL,1,inhibitor
SYK,FOSTAMATINIB DISODIUM,ChEMBL,1,inhibitor
TUBB4A,POLATUZUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBA1B,POLATUZUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBA1A,POLATUZUMAB VEDOTIN,ChEMBL,1,inhibitor
ERBB4,NERATINIB,ChEMBL,1,inhibitor
BRD2,APABETALONE,ChEMBL,1,inhibitor
ACLY,BEMPEDOIC ACID,ChEMBL,1,inhibitor
HTR3C,RAMOSETRON HYDROCHLORIDE,ChEMBL,1,inhibitor
MAOA,MOCLOBEMIDE,ChEMBL,1,inhibitor
DRD3,BLONANSERIN,ChEMBL,1,inhibitor
SCN3A,BENOXINATE HYDROCHLORIDE,ChEMBL,1,blocker
JAK2,DELGOCITINIB,ChEMBL,1,inhibitor
SLC10A2,LINERIXIBAT,ChEMBL,1,inhibitor
TUBA4A,PF-06263507,ChEMBL,1,inhibitor
TUBB2A,PF-06263507,ChEMBL,1,inhibitor
RPS19,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
TUBA4A,TISOTUMAB VEDOTIN-TFTV,ChEMBL,1,inhibitor
RPS10,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
TNNI2,TIRASEMTIV,ChEMBL,1,activator
RPL31,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
RPL11,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
RPLP1,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
RPLP0,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
EGFR,PF-06459988,ChEMBL,1,inhibitor
SLC22A12,VERINURAD,ChEMBL,1,inhibitor
PLG,PAMITEPLASE,ChEMBL,1,activator
GLP1R,DANUGLIPRON,ChEMBL,1,agonist
LTB4R,NOMACOPAN,ChEMBL,1,inhibitor
IL1RAP,IMSIDOLIMAB,ChEMBL,1,inhibitor
C3,AL-78898A,ChEMBL,1,inhibitor
F7,PCI-27483,ChEMBL,1,inhibitor
HRH3,JNJ-39220675,ChEMBL,1,inhibitor
RPL29,ATALUREN,ChEMBL,1,modulator
LAG3,FIANLIMAB,ChEMBL,1,inhibitor
TUBA4A,DOLASTATIN-10,ChEMBL,1,inhibitor
CSF3R,PEGTEOGRASTIM,ChEMBL,1,agonist
HTR4,PIBOSEROD,ChEMBL,1,inhibitor
VEGFA,ABICIPAR PEGOL,ChEMBL,1,inhibitor
E2F8,EDIFOLIGIDE SODIUM,ChEMBL,1,inhibitor
BTK,VECABRUTINIB,ChEMBL,1,inhibitor
FLT3,RUSERONTINIB,ChEMBL,1,inhibitor
ARAF,BELVARAFENIB,ChEMBL,1,inhibitor
ESR2,ESTETROL,ChEMBL,1,agonist
EGFR,GC1118,ChEMBL,1,inhibitor
CDK4,TRILACICLIB DIHYDROCHLORIDE,ChEMBL,1,inhibitor
TUBA3E,GLEMBATUMUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB6,GLEMBATUMUMAB VEDOTIN,ChEMBL,1,inhibitor
GHR,LONAPEGSOMATROPIN,ChEMBL,1,agonist
HTR3B,RENZAPRIDE,ChEMBL,1,inhibitor
PLK4,CFI-400945,ChEMBL,1,inhibitor
MYL3,DANICAMTIV,ChEMBL,1,activator
MYH6,DANICAMTIV,ChEMBL,1,activator
VEGFA,PEGAPTANIB OCTASODIUM,ChEMBL,1,inhibitor
TUBB1,T-900607,ChEMBL,1,negative modulator
TUBB,T-900607,ChEMBL,1,negative modulator
OCA2,VALTORCITABINE,ChEMBL,1,inhibitor
IL33,TORUDOKIMAB,ChEMBL,1,inhibitor
SCN1A,COCAINE HYDROCHLORIDE,ChEMBL,1,blocker
RPSA,QUINUPRISTIN/DALFOPRISTIN,ChEMBL,1,inhibitor
CD3G,MOSUNETUZUMAB,ChEMBL,1,binder
TIGIT,ASP-8374,ChEMBL,1,inhibitor
PTGS2,GW-406381,ChEMBL,1,inhibitor
TNFRSF4,IVUXOLIMAB,ChEMBL,1,agonist
ADRA2A,EPHEDRINE HYDROCHLORIDE,ChEMBL,1,agonist
TUBB4B,LORVOTUZUMAB MERTANSINE,ChEMBL,1,inhibitor
MS4A1,MOSUNETUZUMAB,ChEMBL,1,binder
TUBA1B,LORVOTUZUMAB MERTANSINE,ChEMBL,1,inhibitor
TUBA1A,LORVOTUZUMAB MERTANSINE,ChEMBL,1,inhibitor
TUBA3E,LORVOTUZUMAB MERTANSINE,ChEMBL,1,inhibitor
SLC6A4,NS-2359,ChEMBL,1,inhibitor
TUBB4A,CANTUZUMAB MERTANSINE,ChEMBL,1,inhibitor
TUBB2B,LORVOTUZUMAB MERTANSINE,ChEMBL,1,inhibitor
APH1A,NIROGACESTAT,ChEMBL,1,inhibitor
HRH1,OXATOMIDE,ChEMBL,1,inhibitor
CCKAR,SINCALIDE,ChEMBL,1,agonist
TUBA1C,OMBRABULIN,ChEMBL,1,inhibitor
TUBB8,OMBRABULIN,ChEMBL,1,inhibitor
CACNG8,PREGABALIN,ChEMBL,1,modulator
TUBB2A,OMBRABULIN,ChEMBL,1,inhibitor
TUBA1A,OMBRABULIN,ChEMBL,1,inhibitor
TUBB4A,OMBRABULIN,ChEMBL,1,inhibitor
TUBA1B,OMBRABULIN,ChEMBL,1,inhibitor
RPS27A,MT-3724,ChEMBL,1,inhibitor
KDR,TIVOZANIB HYDROCHLORIDE,ChEMBL,1,inhibitor
PDE4A,AMLEXANOX,ChEMBL,1,inhibitor
ADRA2C,"ERGOLOID MESYLATES, USP",ChEMBL,1,inhibitor
SLC6A3,CENTANAFADINE,ChEMBL,1,inhibitor
PSMA8,IXAZOMIB,ChEMBL,1,inhibitor
IL4R,CINTREDEKIN BESUDOTOX,ChEMBL,1,binder
CDK2,RONICICLIB,ChEMBL,1,inhibitor
ADRA1D,PHENYLEPHRINE HYDROCHLORIDE,ChEMBL,1,agonist
TUBA3E,VANDORTUZUMAB VEDOTIN,ChEMBL,1,inhibitor
IMPDH1,MYCOPHENOLATE,ChEMBL,1,inhibitor
ABCC9,SARAKALIM,ChEMBL,1,potentiator
PIK3CG,TG100-115,ChEMBL,1,inhibitor
GABRG2,GLUTETHIMIDE,ChEMBL,1,positive modulator
CASP3,EMRICASAN,ChEMBL,1,inhibitor
GABRB2,SEVOFLURANE,ChEMBL,1,positive modulator
ITGB3,ABITUZUMAB,ChEMBL,1,inhibitor
ATR,ELIMUSERTIB,ChEMBL,1,inhibitor
ERVW-4,DELAVIRDINE MESYLATE,ChEMBL,1,inhibitor
GUCY1B2,ISOSORBIDE MONONITRATE,ChEMBL,1,activator
CA4,SULTHIAME,ChEMBL,1,inhibitor
SLC6A4,DAPOXETINE,ChEMBL,1,inhibitor
ERBB3,SERIBANTUMAB,ChEMBL,1,inhibitor
FGFR2,FPA144,ChEMBL,1,inhibitor
KCNA4,TEDISAMIL,ChEMBL,1,blocker
IL2RA,INOLIMOMAB,ChEMBL,1,inhibitor
TUBB2B,CANTUZUMAB MERTANSINE,ChEMBL,1,inhibitor
GUCY2C,DOLCANATIDE,ChEMBL,1,agonist
DRD2,ARIPIPRAZOLE LAUROXIL,ChEMBL,1,agonist
BDKRB2,ICATIBANT ACETATE,ChEMBL,1,inhibitor
HSP90AB1,TANESPIMYCIN,ChEMBL,1,inhibitor
SLC6A4,LIAFENSINE,ChEMBL,1,inhibitor
RBX1,LENALIDOMIDE,ChEMBL,1,inhibitor
GABRQ,TALBUTAL,ChEMBL,1,positive modulator
TUBB6,T-900607,ChEMBL,1,negative modulator
FLT1,FORETINIB,ChEMBL,1,inhibitor
ADRA2C,EPHEDRINE,ChEMBL,1,agonist
JAK2,PACRITINIB CITRATE,ChEMBL,1,inhibitor
S1PR2,FINGOLIMOD HYDROCHLORIDE,ChEMBL,1,agonist
YES1,ENMD-981693,ChEMBL,1,inhibitor
UGCG,ELIGLUSTAT TARTRATE,ChEMBL,1,inhibitor
TUBB2B,DOLASTATIN-10,ChEMBL,1,inhibitor
FXYD2,DIGOXIN,ChEMBL,1,inhibitor
SCN2A,DYCLONINE HYDROCHLORIDE,ChEMBL,1,blocker
AKT3,UPROSERTIB,ChEMBL,1,inhibitor
LYN,ILORASERTIB,ChEMBL,1,inhibitor
CHRNA4,NICOTINE POLACRILEX,ChEMBL,1,agonist
NTRK1,ALTIRATINIB,ChEMBL,1,inhibitor
XK,LANINAMIVIR OCTANOATE,ChEMBL,1,inhibitor
AR,STANOZOLOL,ChEMBL,1,agonist
OPRM1,AXOMADOL,ChEMBL,1,agonist
INSR,INSULIN SUSP PROTAMINE ZINC BEEF/PORK,ChEMBL,1,agonist
SLC6A2,TEDATIOXETINE,ChEMBL,1,inhibitor
GABRA6,TALBUTAL,ChEMBL,1,positive modulator
DRD2,REMOXIPRIDE,ChEMBL,1,inhibitor
FGFR4,AZD-4547,ChEMBL,1,inhibitor
MRPL36,LINCOMYCIN HYDROCHLORIDE,ChEMBL,1,inhibitor
MAP3K11,CEP-1347,ChEMBL,1,inhibitor
CHRNA4,TEBANICLINE TOSYLATE,ChEMBL,1,agonist
FGFR4,FGF401,ChEMBL,1,inhibitor
DRD4,METHOTRIMEPRAZINE,ChEMBL,1,inhibitor
TUBA3C,GLEMBATUMUMAB VEDOTIN,ChEMBL,1,inhibitor
GABRB2,TRICLOFOS SODIUM,ChEMBL,1,positive modulator
SCN4A,ORPHENADRINE CITRATE,ChEMBL,1,blocker
HDAC11,PANOBINOSTAT LACTATE,ChEMBL,1,inhibitor
ACP3,SIPULEUCEL-T,ChEMBL,1,binder
MAPK14,PH-797804,ChEMBL,1,inhibitor
RPL27A,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
ADRA2C,ERGOTAMINE TARTRATE,ChEMBL,1,agonist
TUBB8,CANTUZUMAB MERTANSINE,ChEMBL,1,inhibitor
CSF2,LENZILUMAB,ChEMBL,1,inhibitor
PDE4B,ASPIRIN,ChEMBL,1,inhibitor
GABRA1,TETRAZEPAM,ChEMBL,1,positive modulator
HRH1,CYPROHEPTADINE HYDROCHLORIDE,ChEMBL,1,inhibitor
ESR1,TOREMIFENE,ChEMBL,1,modulator
RPSA,TELITHROMYCIN,ChEMBL,1,inhibitor
DRD2,THIOTHIXENE,ChEMBL,1,inhibitor
PDE5A,AVANAFIL,ChEMBL,1,inhibitor
MTOR,DACTOLISIB,ChEMBL,1,inhibitor
SLC18A2,BENZPHETAMINE HYDROCHLORIDE,ChEMBL,1,inhibitor
GABRG1,CHLORMETHIAZOLE,ChEMBL,1,positive modulator
PDE5A,SILDENAFIL,ChEMBL,1,inhibitor
PIM1,LGH-447,ChEMBL,1,inhibitor
CHRM1,OXYPHENONIUM BROMIDE,ChEMBL,1,inhibitor
STS,IROSUSTAT,ChEMBL,1,inhibitor
GUCY1A1,PENTAERYTHRITOL TETRANITRATE,ChEMBL,1,activator
F7,EPTACOG ALFA (ACTIVATED),ChEMBL,1,positive modulator
SLC6A4,FLUOXETINE HYDROCHLORIDE,ChEMBL,1,inhibitor
ERBB2,CANERTINIB DIHYDROCHLORIDE,ChEMBL,1,inhibitor
VKORC1,PHENPROCOUMON,ChEMBL,1,inhibitor
SLC6A4,IMIPRAMINE HYDROCHLORIDE,ChEMBL,1,inhibitor
TYMS,FLUOROURACIL,ChEMBL,1,inhibitor
CHRND,DOXACURIUM CHLORIDE,ChEMBL,1,inhibitor
PIK3CD,GSK-2269557,ChEMBL,1,inhibitor
REN,SITOKIREN,ChEMBL,1,inhibitor
HRH2,TOLAZOLINE HYDROCHLORIDE,ChEMBL,1,agonist
DHODH,TERIFLUNOMIDE,ChEMBL,1,inhibitor
PSMD4,CARFILZOMIB,ChEMBL,1,inhibitor
HTR2A,PIMOZIDE,ChEMBL,1,inhibitor
HTR2C,LOXAPINE SUCCINATE,ChEMBL,1,inhibitor
PTGIR,EPOPROSTENOL SODIUM,ChEMBL,1,agonist
ADRA1A,EPHEDRINE,ChEMBL,1,agonist
RPS12,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
GABRA6,TOPIRAMATE,ChEMBL,1,positive modulator
RPSA,LINCOMYCIN HYDROCHLORIDE,ChEMBL,1,inhibitor
CNR1,SAD448,ChEMBL,1,agonist
EGFR,ICOTINIB,ChEMBL,1,inhibitor
MRPL36,CONTEZOLID ACEFOSAMIL,ChEMBL,1,inhibitor
PLA2G10,VARESPLADIB METHYL,ChEMBL,1,inhibitor
ADRB2,ISOETHARINE HYDROCHLORIDE,ChEMBL,1,agonist
GABRB1,HALOTHANE,ChEMBL,1,positive modulator
TRPV1,SAF312,ChEMBL,1,inhibitor
PRKCE,KAI-1678,ChEMBL,1,inhibitor
RPE65,VORETIGENE NEPARVOVEC,ChEMBL,1,positive modulator
RPS18,ATALUREN,ChEMBL,1,modulator
TUBA3E,ARX-788,ChEMBL,1,inhibitor
GABRA3,CLOBAZAM,ChEMBL,1,positive modulator
KCNA7,GUANIDINE HYDROCHLORIDE,ChEMBL,1,blocker
KDR,JI-101,ChEMBL,1,inhibitor
IGF1R,GANITUMAB,ChEMBL,1,inhibitor
RPS9,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
RPS3,ATALUREN,ChEMBL,1,modulator
XK,OSELTAMIVIR PHOSPHATE,ChEMBL,1,inhibitor
MRPL36,DEMECLOCYCLINE HYDROCHLORIDE,ChEMBL,1,inhibitor
TUBB4B,SAGOPILONE,ChEMBL,1,modulator
KCNS2,AMIFAMPRIDINE,ChEMBL,1,blocker
CHRM3,CLIDINIUM,ChEMBL,1,inhibitor
CA2,BRINZOLAMIDE,ChEMBL,1,inhibitor
ACE,CAPTOPRIL,ChEMBL,1,inhibitor
VKORC1,DICUMAROL,ChEMBL,1,inhibitor
CCR5,MARAVIROC,ChEMBL,1,inhibitor
HTR2A,ARIPIPRAZOLE LAUROXIL,ChEMBL,1,inhibitor
INSR,INSULIN DETEMIR,ChEMBL,1,agonist
HTR2A,LOXAPINE HYDROCHLORIDE,ChEMBL,1,inhibitor
INSR,INSULIN SUSP ISOPHANE PURIFIED BEEF,ChEMBL,1,agonist
SCN4A,LEVOBUPIVACAINE HYDROCHLORIDE,ChEMBL,1,blocker
SLC6A2,BETHANIDINE SULFATE,ChEMBL,1,other/unknown
CLCN2,LUBIPROSTONE,ChEMBL,1,potentiator
NPR1,NESIRITIDE,ChEMBL,1,agonist
MMP1,DOXYCYCLINE CALCIUM,ChEMBL,1,inhibitor
MMP7,DOXYCYCLINE CALCIUM,ChEMBL,1,inhibitor
FDPS,RISEDRONATE SODIUM ANHYDROUS,ChEMBL,1,inhibitor
EDNRB,AMBRISENTAN,ChEMBL,1,inhibitor
SLC22A8,PROBENECID,ChEMBL,1,inhibitor
GRIA1,TOPIRAMATE,ChEMBL,1,inhibitor
TUBA1C,BRENTUXIMAB VEDOTIN,ChEMBL,1,inhibitor
TUBA1B,BRENTUXIMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB2B,BRENTUXIMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB6,BRENTUXIMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB4A,BRENTUXIMAB VEDOTIN,ChEMBL,1,inhibitor
TUBA3E,BRENTUXIMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB6,DOCETAXEL ANHYDROUS,ChEMBL,1,inhibitor
TUBB8,DOCETAXEL ANHYDROUS,ChEMBL,1,inhibitor
TUBB2B,DOCETAXEL ANHYDROUS,ChEMBL,1,inhibitor
