gene_name,drug_name,interaction_source_db_name,interaction_score,interaction_type
GDF2,PRACINOSTAT,GuideToPharmacology,1,inhibitor
MSTN,MARTINOSTAT,GuideToPharmacology,1,inhibitor
GARS1,TACEDINALINE,GuideToPharmacology,1,inhibitor
GARS1,QUISINOSTAT,GuideToPharmacology,1,inhibitor
MSTN,GIVINOSTAT,GuideToPharmacology,1,inhibitor
GARS1,GIVINOSTAT,GuideToPharmacology,1,inhibitor
HDAC4,GIVINOSTAT,GuideToPharmacology,1,inhibitor
MSTN,PRACINOSTAT,GuideToPharmacology,1,inhibitor
GART,TUBACIN,GuideToPharmacology,1,inhibitor
MSTN,SS-208,GuideToPharmacology,1,inhibitor
GART,QUISINOSTAT,GuideToPharmacology,1,inhibitor
GART,SS-208,GuideToPharmacology,1,inhibitor
GART,GIVINOSTAT,GuideToPharmacology,1,inhibitor
GART,COMPOUND 16 [PMID: 20947351],GuideToPharmacology,1,inhibitor
GART,SANTACRUZAMATE A,GuideToPharmacology,1,inhibitor
GDF9,TMP269,GuideToPharmacology,1,inhibitor
GAS2,QUISINOSTAT,GuideToPharmacology,1,inhibitor
GDF9,GIVINOSTAT,GuideToPharmacology,1,inhibitor
GAS1,SS-208,GuideToPharmacology,1,inhibitor
GAS1,QUISINOSTAT,GuideToPharmacology,1,inhibitor
AMD1,2-(3-BROMOPHENYL)HISTAMINE,GuideToPharmacology,1,agonist
AMD1,METHYLHISTAPRODIFEN,GuideToPharmacology,1,agonist
AMD1,EPINASTINE,GuideToPharmacology,1,inhibitor
AMD1,PERPHENAZINE,GuideToPharmacology,1,inhibitor
AMD1P2,TIOTIDINE,GuideToPharmacology,1,inhibitor
AMD1P2,CIPROXIFAN,GuideToPharmacology,1,inhibitor
AMELX,2-METHYLHISTAMINE,GuideToPharmacology,1,agonist
HRH3,METHIMEPIP,GuideToPharmacology,1,agonist
ADD3,2-HYDROXYLAURIC ACID,GuideToPharmacology,1,agonist
ADRA2C,BETA-ALANINE,GuideToPharmacology,1,agonist
XCR1,COMPOUND 8U [PMID: 31999451],GuideToPharmacology,1,inhibitor
ITPR1,PIP2,GuideToPharmacology,1,inhibitor
GPX1P2,IVOSIDENIB,GuideToPharmacology,1,inhibitor
FOXL2,TRIBUTYRIN,GuideToPharmacology,1,agonist
EPHB3,LAZERTINIB,GuideToPharmacology,1,inhibitor
EPHB3,COMPOUND 8L [PMID: 36053746],GuideToPharmacology,1,inhibitor
NUDT2,SCH221510,GuideToPharmacology,1,agonist
NUDT2,PAREGORIC,GuideToPharmacology,1,agonist
DRD2,GOLVATINIB,GuideToPharmacology,1,inhibitor
DPT,AC710,GuideToPharmacology,1,inhibitor
DPT,SORAFENIB,GuideToPharmacology,1,inhibitor
ATP5MC2,QUINIDINE,GuideToPharmacology,1,blocker
ATP6V1B1,BA2+,GuideToPharmacology,1,blocker
GRIK1-AS2,QUINIDINE,GuideToPharmacology,1,blocker
BAD,ERGTX-1,GuideToPharmacology,1,blocker
AZGP1,PIP2,GuideToPharmacology,1,activator
AZF1,"3S,4R-293B",GuideToPharmacology,1,blocker
LATS2,MIDOSTAURIN,GuideToPharmacology,1,inhibitor
FRA10D,COMPOUND 3 [PMID: 22533316],GuideToPharmacology,1,inhibitor
EPHX2,PEXIDARTINIB,GuideToPharmacology,1,inhibitor
LTC4S,COMPOUND 39 [PMID: 23623673],GuideToPharmacology,1,inhibitor
STX2,ZAK INHIBITOR 6P,GuideToPharmacology,1,inhibitor
CRHR2,KELATORPHAN,GuideToPharmacology,1,inhibitor
EPHX2,DORSOMORPHIN,GuideToPharmacology,1,inhibitor
BGN,COMPOUND 6N [PMID: 31419141],GuideToPharmacology,1,agonist
BCL3,27-HYDROXYCHOLESTEROL,GuideToPharmacology,1,agonist
AMPH,CPY,GuideToPharmacology,1,agonist
BIN1,FARNESYL DIPHOSPHATE,GuideToPharmacology,1,inhibitor
GFRA2,KDM5 INHIBITOR N71,GuideToPharmacology,1,inhibitor
APEH,NADIDE,GuideToPharmacology,1,agonist
GFRA2,COMPOUND 6A [PMID: 18942826],GuideToPharmacology,1,inhibitor
AMY2B,"[PHE13,TYR19]MCH",GuideToPharmacology,1,agonist
ESAT,GALAPAGOS MAPKAPK5 INHIBITOR D,GuideToPharmacology,1,inhibitor
ANCR,CORTICOTROPIN,GuideToPharmacology,1,agonist
MCHR1,AZD5991,GuideToPharmacology,1,inhibitor
AMYP1,"[AVA9,10,AVA14,15]-AC-HMCH6-16-NH2",GuideToPharmacology,1,inhibitor
AMY2B,T-226296,GuideToPharmacology,1,inhibitor
ANOP1,COMPOUND 2F [PMID: 17532216],GuideToPharmacology,1,modulator
ANOP1,COMPOUND 23E [PMID: 17929793],GuideToPharmacology,1,modulator
FASLG,BIM 23052,GuideToPharmacology,1,agonist
ANPEP,L-CCG-I,GuideToPharmacology,1,agonist
MAP2K1,COBIMETINIB,GuideToPharmacology,1,modulator
MAP2K1,MEK INHIBITOR I,GuideToPharmacology,1,inhibitor
PTGES,COMPOUND 39 [PMID: 23623673],GuideToPharmacology,1,inhibitor
AADAC,4-DAMP,GuideToPharmacology,1,inhibitor
AADAC,TRIPITRAMINE,GuideToPharmacology,1,inhibitor
AAMP,DUO3,GuideToPharmacology,1,modulator
AAMP,"WIN 62,577",GuideToPharmacology,1,modulator
AAMP,LEVETIMIDE,GuideToPharmacology,1,inhibitor
AANAT,HEXOCYCLIUM,GuideToPharmacology,1,inhibitor
AARS1,METHYLFURMETHIDE,GuideToPharmacology,1,agonist
AARS1,[3H]IPEROXO,GuideToPharmacology,1,agonist
AARS1,OXOTREMORINE-M,GuideToPharmacology,1,agonist
AARS1,HEXOCYCLIUM,GuideToPharmacology,1,inhibitor
AARS1,G&OUML; 7874,GuideToPharmacology,1,modulator
AARS1,VINCAMINE,GuideToPharmacology,1,modulator
AARS1,"WIN 62,577",GuideToPharmacology,1,modulator
AARS1,SOLIFENACIN,GuideToPharmacology,1,inhibitor
AAVS1,TRIPITRAMINE,GuideToPharmacology,1,inhibitor
AAVS1,N-BENZYL BRUCINE,GuideToPharmacology,1,modulator
ANK2,5-HEAT,GuideToPharmacology,1,agonist
APOF,HS665,GuideToPharmacology,1,agonist
APOF,DAMGO,GuideToPharmacology,1,agonist
APOF,COMPOUND 3 [PMID: 23134120],GuideToPharmacology,1,agonist
APOF,HYDROMORPHONE HYDROCHLORIDE,GuideToPharmacology,1,agonist
H1-0,NSC 780521,GuideToPharmacology,1,inhibitor
GNG5P1,COMPOUND 28 [PMID: 28671460],GuideToPharmacology,1,inhibitor
GNG5P1,PF-06282999,GuideToPharmacology,1,inhibitor
NKX3-2,ATX-II,GuideToPharmacology,1,inhibitor
BARD1,PF鈥?6526290,GuideToPharmacology,1,inhibitor
BBS1,ATX-II,GuideToPharmacology,1,inhibitor
SLC13A5,COMPOUND 7 [PMID: 37428122],GuideToPharmacology,1,inhibitor
SCN9A,CD2+,GuideToPharmacology,1,blocker
SCN9A,SAXITOXIN,GuideToPharmacology,1,blocker
CD8B,MAPROTILINE,GuideToPharmacology,1,inhibitor
ATF4,ATRACURIUM,GuideToPharmacology,1,inhibitor
AQP3,PHYSALAEMIN,GuideToPharmacology,1,agonist
AQP3,"L-703,606",GuideToPharmacology,1,inhibitor
AQP4,MEN10627,GuideToPharmacology,1,inhibitor
DNAH9,NT-0796,GuideToPharmacology,1,inhibitor
APBA1,AT-403,GuideToPharmacology,1,agonist
APBA1,MCOPPB,GuideToPharmacology,1,agonist
APBA1,N/OFQ-(1-13)-NH2,GuideToPharmacology,1,agonist
NMUR1,PEG40-NMU,GuideToPharmacology,1,agonist
GIPR,COMPOUND 15A [PMID: 36642961],GuideToPharmacology,1,inhibitor
NUAK1,WZ4003,GuideToPharmacology,1,inhibitor
ARAF,"[3H]AVP (HUMAN, MOUSE, RAT)",GuideToPharmacology,1,agonist
ADCYAP1R1,"[ALA11,22,28]VIP",GuideToPharmacology,1,agonist
CDK11B,LYS[Z(NO2)]-PRO,GuideToPharmacology,1,inhibitor
BCKDHA,GW7647,GuideToPharmacology,1,agonist
BCKDHB,COMPOUND 25 [PMID: 32687365],GuideToPharmacology,1,agonist
BCKDHB,GW0742X,GuideToPharmacology,1,agonist
CCND1,BADGE,GuideToPharmacology,1,agonist
CCND1,BADGE,GuideToPharmacology,1,inhibitor
CCND1,PAT5A,GuideToPharmacology,1,agonist
PIK3CB,AZD-8186,GuideToPharmacology,1,inhibitor
PIK3CB,ACALISIB,GuideToPharmacology,1,inhibitor
PIK3CB,DUVELISIB,GuideToPharmacology,1,inhibitor
F7,ACALISIB,GuideToPharmacology,1,inhibitor
PIK3CB,TENALISIB,GuideToPharmacology,1,inhibitor
PIK3CB,PP-121,GuideToPharmacology,1,inhibitor
F7R,BGT-226,GuideToPharmacology,1,inhibitor
COL12A1,MK-0359,GuideToPharmacology,1,inhibitor
COL12A1,DIFAMILAST,GuideToPharmacology,1,inhibitor
F11,PIM447,GuideToPharmacology,1,inhibitor
FFAR1,ME0328,GuideToPharmacology,1,inhibitor
GNAI2,PJ34,GuideToPharmacology,1,inhibitor
NBEAP1,PHENOBARBITAL,GuideToPharmacology,1,agonist
NBEAP1,LITHOCHOLIC ACID,GuideToPharmacology,1,agonist
FRA3A,FURIN INHIBITOR PEPTIDE,GuideToPharmacology,1,inhibitor
FXN,POSTSTATIN,GuideToPharmacology,1,inhibitor
GM2A,DOSTARLIMAB,GuideToPharmacology,1,antibody
HPX,MICROCYSTIN-LR,GuideToPharmacology,1,inhibitor
PPP1CA,OKADAIC ACID,GuideToPharmacology,1,inhibitor
APLP1,QRFP43,GuideToPharmacology,1,agonist
H1-3,MITAPIVAT,GuideToPharmacology,1,modulator
FAH,LY3009120,GuideToPharmacology,1,inhibitor
FAH,BELVARAFENIB,GuideToPharmacology,1,inhibitor
TEX28,COMPOUND E22 [PMID: 31298542],GuideToPharmacology,1,inhibitor
NIPSNAP2,HYDROXYUREA,GuideToPharmacology,1,inhibitor
PTPRD,7-BIA,GuideToPharmacology,1,inhibitor
APP,RELAXIN,GuideToPharmacology,1,agonist
APRT,NANOLUC R3/I5 CHIMERA,GuideToPharmacology,1,agonist
APPL1,RELAXIN,GuideToPharmacology,1,agonist
APRT,B1-27,GuideToPharmacology,1,agonist
APRT,COMPOUND 4 [PMID: 30824200],GuideToPharmacology,1,agonist
AMY1C,PHYTOSPHINGOSINE 1-PHOSPHATE,GuideToPharmacology,1,agonist
FAUNA@,BOSUTINIB,GuideToPharmacology,1,inhibitor
AMY2A,VPC44116,GuideToPharmacology,1,agonist
AMY2A,FINGOLIMOD,GuideToPharmacology,1,agonist
STK4,BOSUTINIB,GuideToPharmacology,1,inhibitor
FCGRT,BOSUTINIB,GuideToPharmacology,1,inhibitor
CD9,ATOMOXETINE HYDROCHLORIDE,GuideToPharmacology,1,inhibitor
CD9,VORTIOXETINE HYDROBROMIDE,GuideToPharmacology,1,inhibitor
CD9,ZOTEPINE,GuideToPharmacology,1,inhibitor
FASLG,DEMOTATE 2,GuideToPharmacology,1,agonist
FASLG,"L-054,522",GuideToPharmacology,1,agonist
AQP2,OCTREOTIDE ACETATE,GuideToPharmacology,1,agonist
AQP1,CST-17,GuideToPharmacology,1,agonist
FRA8A,COMPOUND 4D [PMID: 25489658],GuideToPharmacology,1,inhibitor
HLA-DMA,COMPOUND 21 [PMID: 34141085],GuideToPharmacology,1,inhibitor
TLE5,METHYLMALONIC ACID,GuideToPharmacology,1,agonist
ECM2,MERESTINIB,GuideToPharmacology,1,inhibitor
ECM2,LINIFANIB,GuideToPharmacology,1,inhibitor
NR2E1,BMS493,GuideToPharmacology,1,agonist
FRA8C,I-432,GuideToPharmacology,1,inhibitor
FRA8E,EXAMPLE 8 [WO1999033801A1],GuideToPharmacology,1,inhibitor
ATP1B1P1,OMEGA-CHLOROACETOPHENONE,GuideToPharmacology,1,activator
ATP2B2,GSK1702934A,GuideToPharmacology,1,activator
ATP5A2,NALTRIBEN,GuideToPharmacology,1,activator
MCOLN2,"PHOSPHATIDYL (3,5) INOSITOL BISPHOSPHATE",GuideToPharmacology,1,activator
ATP5F1A,2-APB,GuideToPharmacology,1,activator
ATP5F1BP1,NADA,GuideToPharmacology,1,blocker
FPR3,EDOXABAN,GuideToPharmacology,1,inhibitor
ATP5F1BP1,SB452533,GuideToPharmacology,1,blocker
FGR,BOSUTINIB,GuideToPharmacology,1,inhibitor
GCF1,ERIBULIN MESYLATE,GuideToPharmacology,1,inhibitor
GCF1,COLCHICINE,GuideToPharmacology,1,inhibitor
TYK2,IZENCITINIB,GuideToPharmacology,1,inhibitor
CDKN2C,VERINURAD,GuideToPharmacology,1,inhibitor
UTS2R,AC-7954,GuideToPharmacology,1,agonist
USP5,VIALININ A,GuideToPharmacology,1,inhibitor
UTS2R,FL104,GuideToPharmacology,1,agonist
UTS2R,JNJ-39319202,GuideToPharmacology,1,inhibitor
ANXA5,"[LEU31,PRO34]NPY (PIG)",GuideToPharmacology,1,agonist
ANXA4,TERT-BUTYLPHENOXYCYCLOHEXANOL,GuideToPharmacology,1,modulator
FPR1,TOMINOSTAT,GuideToPharmacology,1,inhibitor
CTPS1,RIPASUDIL,GuideToPharmacology,1,inhibitor
CREB1,PF-04191834,GuideToPharmacology,1,inhibitor
GRIK3,DYSIHERBAINE,GuideToPharmacology,1,agonist
GAS1,SZUH280,GuideToPharmacology,1,inhibitor
DRD2,SULFATINIB,GuideToPharmacology,1,inhibitor
BAD,BEKM-1,GuideToPharmacology,1,blocker
ASLP1,PIP2,GuideToPharmacology,1,activator
AARS1,AE9C90CB,GuideToPharmacology,1,inhibitor
BCGF1,LIOTHYRONINE,GuideToPharmacology,1,agonist
ALDH1A3,SARAFOTOXIN S6C,GuideToPharmacology,1,agonist
ARNT,FLUNITRAZEPAM,GuideToPharmacology,1,modulator
ALOX15,GHRP-6,GuideToPharmacology,1,agonist
XIAP,"[ILE5,TRP23]PTHRP-(4-36) (HUMAN)",GuideToPharmacology,1,agonist
CACNA1H,TTA-A2,GuideToPharmacology,1,blocker
SARDH,COMPOUND 10A [PMID: 31283223],GuideToPharmacology,1,inhibitor
CCND1,CIGLITAZONE,GuideToPharmacology,1,agonist
ATP1B1P1,BENZOQUINONE,GuideToPharmacology,1,activator
HTR2C,ORG 12962,GuideToPharmacology,1,agonist
EFNA4,COMPOUND 11H [PMID: 29808961],GuideToPharmacology,1,inhibitor
DPYSL2,PAZOPANIB,GuideToPharmacology,1,inhibitor
CCN2,STAUROSPORINE,GuideToPharmacology,1,inhibitor
CRBN,SJ995973,GuideToPharmacology,1,inhibitor
A2MP1,OXYMETAZOLINE HYDROCHLORIDE,GuideToPharmacology,1,agonist
FNTBL1,LHVS,GuideToPharmacology,1,inhibitor
GRM8,VU0155094,GuideToPharmacology,1,modulator
ITPR1,IP3,GuideToPharmacology,1,activator
A12M4,SPIPERONE,GuideToPharmacology,1,inhibitor
GAPDHP1,VORINOSTAT,GuideToPharmacology,1,inhibitor
NAAA,F215,GuideToPharmacology,1,inhibitor
CRMP1,SA-57,GuideToPharmacology,1,inhibitor
ABAT,MRS1754,GuideToPharmacology,1,inhibitor
DRG2,NIK INHIBITOR 12F,GuideToPharmacology,1,inhibitor
AMPD1,COMPOUND 15B [PMID: 31811124],GuideToPharmacology,1,inhibitor
ANTP4,OHM-11526,GuideToPharmacology,1,inhibitor
AQP9,SRX246,GuideToPharmacology,1,inhibitor
SLC25A4,COMPOUND 3 [PMID: 21105727],GuideToPharmacology,1,modulator
COL4A1,FD6,GuideToPharmacology,1,activator
ACTA2,TEIJIN-LEAD_CMP_5,GuideToPharmacology,1,inhibitor
AMY1A,COMPOUND 43 [PMID: 26751273],GuideToPharmacology,1,agonist
FASLG,"[111IN,90Y]DOTA-LAN",GuideToPharmacology,1,agonist
BLVRB,COMPOUND 15A [PMID: 22464687],GuideToPharmacology,1,inhibitor
FAU,BOSUTINIB,GuideToPharmacology,1,inhibitor
APOB,U46619,GuideToPharmacology,1,agonist
AMYP1,"[PHE13,TYR19]MCH",GuideToPharmacology,1,agonist
ETV2,COMPOUND 25 [PMID: 17935989],GuideToPharmacology,1,inhibitor
APOC4,ONO-8711,GuideToPharmacology,1,inhibitor
SLC25A6,VU0409551,GuideToPharmacology,1,modulator
APAF1,AR-M1000390,GuideToPharmacology,1,agonist
RCAN1,DDR1/2 INHIBITOR 5N,GuideToPharmacology,1,inhibitor
DPT,COMPOUND 8I [PMID: 22765894],GuideToPharmacology,1,inhibitor
ACRV1,JWH-018,GuideToPharmacology,1,agonist
A2M,9-OH-RISPERIDONE,GuideToPharmacology,1,inhibitor
ATF4,[3H]&ALPHA;-BUNGAROTOXIN,GuideToPharmacology,1,inhibitor
ASS1P5,8-DEOXY-NEODYSIHERBAINE,GuideToPharmacology,1,agonist
A1BG,5-HYDROXYTRYPTAMINE,GuideToPharmacology,1,agonist
HDC,FMH,GuideToPharmacology,1,inhibitor
HBEGF,GSK-1838705A,GuideToPharmacology,1,inhibitor
ARR3,[3H]GABAZINE,GuideToPharmacology,1,inhibitor
EXTL1,PF-3758309,GuideToPharmacology,1,inhibitor
GRIN1,ULEVOSTINAG,GuideToPharmacology,1,agonist
EMD,COMPOUND 3B [PMID: 23454515],GuideToPharmacology,1,inhibitor
AOC1,CLONIDINE HYDROCHLORIDE,GuideToPharmacology,1,agonist
ASIC2,[125I]BANTAG-1,GuideToPharmacology,1,inhibitor
EGR4,CDK1 INHIBITOR,GuideToPharmacology,1,inhibitor
DPYS,CRENOLANIB,GuideToPharmacology,1,inhibitor
ARNT,[3H]MUSCIMOL,GuideToPharmacology,1,agonist
GRIN2A,(+)-HA966,GuideToPharmacology,1,agonist
DLX3,ANANTIN,GuideToPharmacology,1,inhibitor
DPH1,COMPOUND 19A [PMID: 30503936],GuideToPharmacology,1,inhibitor
ATP5F1E,HALOTHANE,GuideToPharmacology,1,activator
PTK2B,COMPOUND 1D [PMID: 21493067],GuideToPharmacology,1,inhibitor
DRG2,RIPK1 INHIBITOR 22B,GuideToPharmacology,1,inhibitor
COL9A2,IBUDILAST,GuideToPharmacology,1,inhibitor
GNG10,BV-6,GuideToPharmacology,1,inhibitor
CD24P1,SSR-103800,GuideToPharmacology,1,inhibitor
CCR4,ZELNECIRNON,GuideToPharmacology,1,inhibitor
DPYS,MIDOSTAURIN,GuideToPharmacology,1,inhibitor
F7R,NEOLYMPHOSTIN A,GuideToPharmacology,1,inhibitor
ABL1,DDR1/2 INHIBITOR 5N,GuideToPharmacology,1,inhibitor
ERVK2,COMPOUND 5I [PMID: 36542759],GuideToPharmacology,1,inhibitor
GAPDHP1,TACEDINALINE,GuideToPharmacology,1,inhibitor
A12M4,VER-3323,GuideToPharmacology,1,agonist
CPT2,MECLOFENAMATE,GuideToPharmacology,1,inhibitor
F7,PI-103,GuideToPharmacology,1,inhibitor
ABR,METAPROTERENOL,GuideToPharmacology,1,agonist
CACNA1H,ACT-709478,GuideToPharmacology,1,blocker
ABAT,MRE 2029F20,GuideToPharmacology,1,inhibitor
ABCA3,MRS8054,GuideToPharmacology,1,modulator
CDK4,BSJ-03-204,GuideToPharmacology,1,inhibitor
ERBB3,DARIZMETINIB,GuideToPharmacology,1,inhibitor
TYK2,ZASOCITINIB,GuideToPharmacology,1,inhibitor
A12M3,SB 243213,GuideToPharmacology,1,inhibitor
BDM,MIRICORILANT,GuideToPharmacology,1,inhibitor
APPL1,RELAXIN-1,GuideToPharmacology,1,agonist
APC,URIDINE 5'-TRIPHOSPHATE,GuideToPharmacology,1,agonist
BDNF,TANAPROGET,GuideToPharmacology,1,agonist
ANXA2P1,AVA5,GuideToPharmacology,1,agonist
APOC3,U46619,GuideToPharmacology,1,agonist
ACTBP3,BETA-DEFENSIN 4A,GuideToPharmacology,1,agonist
BSG,N-PHENYLTHIOUREA,GuideToPharmacology,1,agonist
CLN8,COMPOUND 35 [PMID: 22902653],GuideToPharmacology,1,inhibitor
HMAA,GLYCYRRHETINIC ACID,GuideToPharmacology,1,inhibitor
GPC3,COMPOUND 60 [PMID: 26155854],GuideToPharmacology,1,inhibitor
EML1,(S)-CR8,GuideToPharmacology,1,inhibitor
ACTL5,CVN424,GuideToPharmacology,1,agonist
EPHB1,MOMELOTINIB,GuideToPharmacology,1,inhibitor
ALOX15,JMV3008,GuideToPharmacology,1,inhibitor
EPHB2,CEP-33779,GuideToPharmacology,1,inhibitor
FPR3,DX-9065A,GuideToPharmacology,1,inhibitor
DXO,LIFIRAFENIB,GuideToPharmacology,1,inhibitor
ATP5PB,BA2+,GuideToPharmacology,1,blocker
ARCN2,N-STEARYL-[NLE17] NEUROTENSIN-(6-11)/VIP-(7-28),GuideToPharmacology,1,inhibitor
TMEM258,ZN2+,GuideToPharmacology,1,blocker
A2MP1,[3H]ELETRIPTAN,GuideToPharmacology,1,agonist
APOH,UDM-001651,GuideToPharmacology,1,inhibitor
FOXA3,BJP-06-005-3,GuideToPharmacology,1,inhibitor
F9,CX-6258,GuideToPharmacology,1,inhibitor
A2MP1,SB 272183,GuideToPharmacology,1,inhibitor
GABRA1,CLONAZEPAM,GuideToPharmacology,1,modulator
ACTBP9,[125I]CXCL5 (HUMAN),GuideToPharmacology,1,agonist
ABCA2,XCC,GuideToPharmacology,1,inhibitor
NPFFR1,EFWSLAAPQRF-NH2,GuideToPharmacology,1,agonist
ADCY3,CID1792197,GuideToPharmacology,1,agonist
HTR2C,RITANSERIN,GuideToPharmacology,1,inhibitor
ANK3,UCM 765,GuideToPharmacology,1,agonist
CCND1,L-796449,GuideToPharmacology,1,agonist
ATP2A3,2-APB,GuideToPharmacology,1,blocker
HBEGF,LORLATINIB,GuideToPharmacology,1,inhibitor
GPR21,AZD4320,GuideToPharmacology,1,inhibitor
MS4A3,(R/S) EF-1500,GuideToPharmacology,1,inhibitor
BMAL1,[3H]MUSCIMOL,GuideToPharmacology,1,agonist
BCHEL3,TAZAROTENE,GuideToPharmacology,1,agonist
ARF5,TROPICAMIDE,GuideToPharmacology,1,blocker
DAPK1,SAXAGLIPTIN ANHYDROUS,GuideToPharmacology,1,inhibitor
GAPDHP1,SUPRASTAT,GuideToPharmacology,1,inhibitor
AQP8,BGC201531,GuideToPharmacology,1,inhibitor
ATP1B1P1,TCS 5861528,GuideToPharmacology,1,inhibitor
BUB1B,3-PHENYL-CPP,GuideToPharmacology,1,blocker
AKR1B1P2,CARBAMAZEPINE,GuideToPharmacology,1,modulator
GM2A,TISLELIZUMAB,GuideToPharmacology,1,antibody
GRIN2B,UBP141,GuideToPharmacology,1,inhibitor
ARG1,TROPICAMIDE,GuideToPharmacology,1,blocker
ARSF,PICROTOXIN,GuideToPharmacology,1,blocker
CTNNB1,PAMAPIMOD,GuideToPharmacology,1,inhibitor
ACTBP4,[125I]CCL21 (HUMAN),GuideToPharmacology,1,agonist
ABCD2,GW1100,GuideToPharmacology,1,inhibitor
E11S,BT7480,GuideToPharmacology,1,agonist
CSN1S1,I3MT-3,GuideToPharmacology,1,inhibitor
A1BG,QUINPIROLE,GuideToPharmacology,1,agonist
A1BG,1-NAPHTHYLPIPERAZINE,GuideToPharmacology,1,agonist
A1BG,NAFADOTRIDE,GuideToPharmacology,1,agonist
A1BG,7-METHOXY-1-NAPHTHYLPIPERAZINE,GuideToPharmacology,1,agonist
ABAT,PSB-11,GuideToPharmacology,1,inhibitor
ABAT,MRS1523,GuideToPharmacology,1,inhibitor
ABAT,XANTHINE AMINE CONGENER,GuideToPharmacology,1,inhibitor
ABCA1,2-HEXYNYL-NECA,GuideToPharmacology,1,agonist
ABCA1,PICLIDENOSON,GuideToPharmacology,1,agonist
ABCA1,MRE 2029F20,GuideToPharmacology,1,inhibitor
ABCA1,MRS1754,GuideToPharmacology,1,inhibitor
ABCA2,AS74,GuideToPharmacology,1,inhibitor
ABCA2,SCH 58261,GuideToPharmacology,1,inhibitor
ABCA2,OSIP339391,GuideToPharmacology,1,inhibitor
ABCA3,BAY 60-6583,GuideToPharmacology,1,agonist
ABCA3,PICLIDENOSON,GuideToPharmacology,1,agonist
EEF1B2P2,AZD1390,GuideToPharmacology,1,inhibitor
EEF1D,MK-5108,GuideToPharmacology,1,inhibitor
EEF1G,HESPERADIN,GuideToPharmacology,1,inhibitor
EEF2,COMPOUND 38 [PMID: 20817473],GuideToPharmacology,1,inhibitor
AXL,COMPOUND 19A [PMID: 30503936],GuideToPharmacology,1,inhibitor
AMPD2,5-OXO-ETE,GuideToPharmacology,1,agonist
ACAT2,D-NAL-CYS-TYR-D-TRP-LYS-VAL-CYS-NAL-NH2,GuideToPharmacology,1,inhibitor
ACAT2,PD 176252,GuideToPharmacology,1,inhibitor
ACAT2,NEUROMEDIN C,GuideToPharmacology,1,agonist
ACAT2,"[(3-PH-PR6), HIS7,D-ALA11,D-PRO13,&PSI;13-14),PHE14]BOMBESIN-(6-14)",GuideToPharmacology,1,inhibitor
FMOD,AM-6494,GuideToPharmacology,1,inhibitor
FMO5,ATABECESTAT,GuideToPharmacology,1,inhibitor
ABO,BETAXOLOL,GuideToPharmacology,1,inhibitor
ABR,BETAXOLOL,GuideToPharmacology,1,inhibitor
ABR,SOTALOL,GuideToPharmacology,1,inhibitor
ACAA1,[125I]ICYP,GuideToPharmacology,1,agonist
EFNA2,BELVARAFENIB,GuideToPharmacology,1,inhibitor
LGR6,R-SPONDIN-1,GuideToPharmacology,1,agonist
ADAM3A,COMPOUND 1B [PMID: 18078750],GuideToPharmacology,1,inhibitor
CA14,HISTIDINE,GuideToPharmacology,1,activator
GAPDH,METHOCARBAMOL,GuideToPharmacology,1,inhibitor
GLUD1P3,INDISULAM,GuideToPharmacology,1,inhibitor
ELF2,SR-4133,GuideToPharmacology,1,inhibitor
ACP5,TRYPTOPHAN,GuideToPharmacology,1,modulator
FOLH1,GRASSYSTATIN A,GuideToPharmacology,1,inhibitor
FOLH1,COMPOUND 2 [PMID: 8410973],GuideToPharmacology,1,inhibitor
AQP5,KASSININ,GuideToPharmacology,1,agonist
CACNA1H,MIBEFRADIL,GuideToPharmacology,1,blocker
ACRV1,CP55940,GuideToPharmacology,1,agonist
CNR2,JWH-133,GuideToPharmacology,1,agonist
CCKAR,"[125I]DTYR-GLY-[(NLE28,31)CCK-26-33",GuideToPharmacology,1,agonist
ALDH1A1,CARIPRAZINE,GuideToPharmacology,1,agonist
ALDH1A1,BP 897,GuideToPharmacology,1,agonist
ALDH1A1,PG01037,GuideToPharmacology,1,inhibitor
ALDH2,SONEPIPRAZOLE,GuideToPharmacology,1,inhibitor
ALDH2,L741742,GuideToPharmacology,1,inhibitor
ALDH2,QUINPIROLE,GuideToPharmacology,1,agonist
ALDH3A1,5-HYDROXYTRYPTAMINE,GuideToPharmacology,1,agonist
CCR3,MUPADOLIMAB,GuideToPharmacology,1,antibody
EMP1,COMPOUND 1A [PMID: 24900749],GuideToPharmacology,1,inhibitor
DXO,BMS-599626,GuideToPharmacology,1,inhibitor
DXO,BMS-690514,GuideToPharmacology,1,inhibitor
APOBER1,U46619,GuideToPharmacology,1,agonist
GTF2IP1,EC5026,GuideToPharmacology,1,inhibitor
APOC1,DINOPROSTONE,GuideToPharmacology,1,agonist
APOC1P1,CICAPROST,GuideToPharmacology,1,agonist
APOC1,AH13205,GuideToPharmacology,1,agonist
APOC1,U46619,GuideToPharmacology,1,agonist
APOC1,TG11-77,GuideToPharmacology,1,inhibitor
AQP8,BERAPROST,GuideToPharmacology,1,agonist
APOC1P1,DG-041,GuideToPharmacology,1,inhibitor
BCYRN1P2,RALOXIFENE HYDROCHLORIDE,GuideToPharmacology,1,agonist
BCYRN1P2,RALOXIFENE HYDROCHLORIDE,GuideToPharmacology,1,inhibitor
BCYRN1P2,HEXESTROL,GuideToPharmacology,1,inhibitor
